hgnc_symbol,hgnc_id,go_name,go_id,go_domain,ncon_gene,ncon_go,mean_padj,cilow_padj,ciupp_padj,mean_pval,cilow_pval,ciupp_pval,mean_sim,sem_sim
TIPIN,30750,intra-S DNA damage checkpoint,GO:0031573,biological process,13.0,2.0,6.219e-02,1.724e-02,2.243e-01,4.213e-02,5.265e-03,3.370e-01,7.931e-01,5.306e-02
TIPIN,30750,DNA replication checkpoint,GO:0000076,biological process,13.0,4.0,6.678e-02,1.863e-02,2.394e-01,4.881e-02,6.956e-03,3.424e-01,7.787e-01,5.012e-02
TIPIN,30750,positive regulation of cell population proliferation,GO:0008284,biological process,13.0,40.0,8.969e-02,1.878e-02,4.285e-01,7.635e-02,1.199e-02,4.864e-01,7.233e-01,6.209e-02
TIPIN,30750,replication fork protection complex,GO:0031298,cellular component,13.0,3.0,4.813e-02,4.306e-02,5.381e-02,1.887e-02,8.092e-03,4.401e-02,8.801e-01,1.553e-02
TIPIN,30750,nuclear chromatin,GO:0000790,cellular component,13.0,14.0,5.616e-02,1.892e-02,1.667e-01,1.897e-02,1.369e-03,2.629e-01,8.602e-01,5.302e-02
TIPIN,30750,intracellular membrane-bounded organelle,GO:0043231,cellular component,13.0,40.0,5.855e-02,3.279e-02,1.045e-01,2.744e-02,1.250e-02,6.020e-02,8.478e-01,1.735e-02
TIPIN,30750,nucleus,GO:0005634,cellular component,13.0,151.0,6.740e-02,3.828e-02,1.187e-01,3.868e-02,1.186e-02,1.262e-01,8.110e-01,2.900e-02
TIPIN,30750,DNA binding,GO:0003677,molecular function,13.0,26.0,5.408e-02,2.049e-02,1.428e-01,3.129e-02,9.173e-03,1.067e-01,8.324e-01,2.882e-02
TIPIN,30750,protein binding,GO:0005515,molecular function,13.0,332.0,7.699e-02,3.836e-02,1.545e-01,5.652e-02,1.783e-02,1.792e-01,7.684e-01,3.217e-02
GTSE1,13698,membrane,GO:0016020,cellular component,19.0,53.0,1.762e-02,7.333e-03,4.234e-02,8.334e-03,4.767e-03,1.457e-02,9.329e-01,6.379e-03
GTSE1,13698,cytoplasmic microtubule,GO:0005881,cellular component,19.0,8.0,1.990e-02,6.953e-03,5.696e-02,1.990e-02,6.953e-03,5.696e-02,8.745e-01,2.154e-02
GTSE1,13698,protein binding,GO:0005515,molecular function,19.0,332.0,1.763e-02,7.324e-03,4.244e-02,1.342e-02,7.070e-03,2.546e-02,9.061e-01,1.035e-02
FRYL,29127,neuron projection development,GO:0031175,biological process,5.0,12.0,1.720e-02,6.162e-03,4.803e-02,6.827e-03,2.090e-03,2.230e-02,9.404e-01,1.377e-02
FRYL,29127,cell morphogenesis,GO:0000902,biological process,5.0,5.0,4.660e-02,3.921e-02,5.538e-02,4.468e-02,4.328e-02,4.613e-02,7.986e-01,9.236e-04
FRYL,29127,cell cortex,GO:0005938,cellular component,5.0,5.0,1.736e-02,6.371e-03,4.731e-02,6.726e-03,2.996e-03,1.510e-02,9.427e-01,8.871e-03
FRYL,29127,protein binding,GO:0005515,molecular function,5.0,332.0,4.660e-02,3.921e-02,5.538e-02,4.368e-02,3.290e-02,5.798e-02,8.013e-01,7.738e-03
PIAS2,17311,negative regulation of androgen receptor signaling pathway,GO:0060766,biological process,19.0,4.0,1.300e-01,5.322e-02,3.178e-01,1.155e-01,4.327e-02,3.082e-01,6.756e-01,3.455e-02
PIAS2,17311,protein sumoylation,GO:0016925,biological process,19.0,4.0,1.498e-01,1.023e-01,2.193e-01,1.328e-01,7.604e-02,2.319e-01,6.577e-01,2.044e-02
PIAS2,17311,regulation of transcription by RNA polymerase II,GO:0006357,biological process,19.0,46.0,1.717e-01,8.985e-02,3.281e-01,1.668e-01,7.914e-02,3.515e-01,6.206e-01,2.823e-02
PIAS2,17311,PML body,GO:0016605,cellular component,19.0,3.0,4.537e-02,2.039e-02,1.010e-01,1.731e-02,1.897e-03,1.580e-01,8.730e-01,3.740e-02
PIAS2,17311,nucleoplasm,GO:0005654,cellular component,19.0,74.0,4.585e-02,4.180e-02,5.031e-02,2.130e-02,1.373e-02,3.305e-02,8.721e-01,9.109e-03
PIAS2,17311,nucleus,GO:0005634,cellular component,19.0,151.0,4.585e-02,4.180e-02,5.031e-02,2.265e-02,1.557e-02,3.294e-02,8.669e-01,8.437e-03
PIAS2,17311,transcription factor binding,GO:0008134,molecular function,19.0,19.0,4.044e-02,2.428e-02,6.737e-02,8.416e-03,1.028e-03,6.892e-02,9.231e-01,2.815e-02
PIAS2,17311,RNA polymerase II transcription factor binding,GO:0001085,molecular function,19.0,6.0,4.430e-02,3.613e-02,5.432e-02,1.469e-02,6.191e-03,3.488e-02,8.985e-01,1.482e-02
PIAS2,17311,transcription coregulator activity,GO:0003712,molecular function,19.0,5.0,4.585e-02,4.180e-02,5.031e-02,1.514e-02,6.424e-03,3.569e-02,8.968e-01,1.306e-02
PIAS2,17311,protein binding,GO:0005515,molecular function,19.0,332.0,5.223e-02,4.397e-02,6.203e-02,3.237e-02,1.965e-02,5.333e-02,8.322e-01,1.223e-02
PIAS2,17311,SUMO ligase activity,GO:0061665,molecular function,19.0,4.0,5.588e-02,2.921e-02,1.069e-01,3.366e-02,1.215e-02,9.328e-02,8.264e-01,2.612e-02
PIAS2,17311,SUMO transferase activity,GO:0019789,molecular function,19.0,4.0,6.061e-02,4.707e-02,7.806e-02,4.203e-02,2.870e-02,6.155e-02,8.053e-01,1.026e-02
GSK3B,4617,regulation of microtubule anchoring at centrosome,GO:0150101,biological process,80.0,2.0,5.925e-02,4.083e-02,8.599e-02,1.139e-02,3.498e-03,3.712e-02,9.124e-01,1.807e-02
GSK3B,4617,positive regulation of GTPase activity,GO:0043547,biological process,80.0,6.0,5.925e-02,4.083e-02,8.599e-02,1.673e-02,2.671e-03,1.049e-01,8.804e-01,2.959e-02
GSK3B,4617,negative regulation of protein binding,GO:0032091,biological process,80.0,14.0,5.925e-02,4.083e-02,8.599e-02,2.005e-02,8.642e-03,4.650e-02,8.749e-01,1.577e-02
GSK3B,4617,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,GO:0032436,biological process,80.0,10.0,6.035e-02,4.161e-02,8.752e-02,2.078e-02,1.508e-02,2.864e-02,8.747e-01,6.755e-03
GSK3B,4617,positive regulation of protein export from nucleus,GO:0046827,biological process,80.0,9.0,6.068e-02,3.880e-02,9.492e-02,2.127e-02,3.428e-03,1.319e-01,8.611e-01,3.714e-02
GSK3B,4617,positive regulation of mitochondrion organization,GO:0010822,biological process,80.0,11.0,6.068e-02,3.880e-02,9.492e-02,2.487e-02,4.041e-03,1.530e-01,8.475e-01,3.819e-02
GSK3B,4617,protein phosphorylation,GO:0006468,biological process,80.0,33.0,6.171e-02,4.200e-02,9.068e-02,1.499e-02,5.836e-03,3.849e-02,8.966e-01,1.740e-02
GSK3B,4617,ER overload response,GO:0006983,biological process,80.0,7.0,6.171e-02,4.200e-02,9.068e-02,2.630e-02,1.739e-02,3.978e-02,8.531e-01,9.672e-03
GSK3B,4617,positive regulation of protein localization to centrosome,GO:1904781,biological process,80.0,3.0,6.171e-02,4.200e-02,9.068e-02,2.858e-02,2.011e-02,4.063e-02,8.450e-01,8.208e-03
GSK3B,4617,negative regulation of dendrite development,GO:2000171,biological process,80.0,5.0,6.181e-02,3.976e-02,9.608e-02,3.030e-02,8.176e-03,1.123e-01,8.348e-01,3.165e-02
GSK3B,4617,intracellular signal transduction,GO:0035556,biological process,80.0,30.0,6.195e-02,4.201e-02,9.137e-02,2.088e-02,5.018e-03,8.691e-02,8.665e-01,2.673e-02
GSK3B,4617,peptidyl-threonine phosphorylation,GO:0018107,biological process,80.0,10.0,6.195e-02,4.201e-02,9.137e-02,2.383e-02,9.018e-03,6.297e-02,8.598e-01,2.143e-02
GSK3B,4617,extrinsic apoptotic signaling pathway in absence of ligand,GO:0097192,biological process,80.0,3.0,6.197e-02,4.176e-02,9.196e-02,3.182e-02,2.169e-02,4.669e-02,8.341e-01,9.150e-03
GSK3B,4617,regulation of microtubule cytoskeleton organization,GO:0070507,biological process,80.0,11.0,6.216e-02,4.218e-02,9.162e-02,2.829e-02,5.447e-03,1.469e-01,8.379e-01,3.670e-02
GSK3B,4617,negative regulation of canonical Wnt signaling pathway,GO:0090090,biological process,80.0,14.0,6.320e-02,4.049e-02,9.866e-02,3.116e-02,1.033e-02,9.397e-02,8.340e-01,2.777e-02
GSK3B,4617,positive regulation of neuron death,GO:1901216,biological process,80.0,5.0,6.322e-02,4.654e-02,8.587e-02,3.232e-02,2.737e-02,3.818e-02,8.328e-01,3.724e-03
GSK3B,4617,regulation of microtubule-based process,GO:0032886,biological process,80.0,4.0,6.332e-02,4.356e-02,9.203e-02,3.293e-02,9.563e-03,1.134e-01,8.273e-01,2.987e-02
GSK3B,4617,negative regulation of apoptotic process,GO:0043066,biological process,80.0,31.0,6.381e-02,4.661e-02,8.735e-02,2.749e-02,6.953e-03,1.087e-01,8.431e-01,2.950e-02
GSK3B,4617,peptidyl-serine phosphorylation,GO:0018105,biological process,80.0,13.0,6.407e-02,4.141e-02,9.914e-02,3.456e-02,1.301e-02,9.179e-02,8.240e-01,2.472e-02
GSK3B,4617,positive regulation of cell-matrix adhesion,GO:0001954,biological process,80.0,6.0,6.410e-02,4.553e-02,9.025e-02,3.481e-02,1.128e-02,1.074e-01,8.223e-01,2.701e-02
GSK3B,4617,protein autophosphorylation,GO:0046777,biological process,80.0,12.0,6.418e-02,4.886e-02,8.431e-02,3.016e-02,1.024e-02,8.885e-02,8.369e-01,2.420e-02
GSK3B,4617,positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway,GO:1901030,biological process,80.0,6.0,6.435e-02,4.940e-02,8.382e-02,4.053e-02,3.221e-02,5.100e-02,8.094e-01,5.937e-03
GSK3B,4617,positive regulation of protein complex assembly,GO:0031334,biological process,80.0,35.0,6.547e-02,4.674e-02,9.172e-02,4.148e-02,1.925e-02,8.938e-02,8.055e-01,2.001e-02
GSK3B,4617,insulin receptor signaling pathway,GO:0008286,biological process,80.0,6.0,6.575e-02,4.340e-02,9.961e-02,4.103e-02,1.436e-02,1.172e-01,8.055e-01,2.803e-02
GSK3B,4617,signal transduction,GO:0007165,biological process,80.0,47.0,6.777e-02,5.320e-02,8.634e-02,4.470e-02,2.271e-02,8.797e-02,7.974e-01,1.737e-02
GSK3B,4617,negative regulation of neuron death,GO:1901215,biological process,80.0,5.0,6.867e-02,4.953e-02,9.522e-02,5.024e-02,3.827e-02,6.594e-02,7.854e-01,7.422e-03
GSK3B,4617,negative regulation of calcineurin-NFAT signaling cascade,GO:0070885,biological process,80.0,3.0,7.194e-02,5.756e-02,8.991e-02,6.052e-02,5.383e-02,6.805e-02,7.641e-01,3.342e-03
GSK3B,4617,superior temporal gyrus development,GO:0071109,biological process,80.0,2.0,7.256e-02,4.788e-02,1.100e-01,6.278e-02,3.674e-02,1.073e-01,7.588e-01,1.514e-02
GSK3B,4617,hippocampus development,GO:0021766,biological process,80.0,2.0,7.316e-02,4.965e-02,1.078e-01,6.375e-02,4.081e-02,9.959e-02,7.573e-01,1.269e-02
GSK3B,4617,regulation of synaptic vesicle exocytosis,GO:2000300,biological process,80.0,10.0,7.520e-02,5.453e-02,1.037e-01,6.722e-02,4.604e-02,9.816e-02,7.510e-01,1.097e-02
GSK3B,4617,negative regulation of protein complex assembly,GO:0031333,biological process,80.0,36.0,7.675e-02,3.543e-02,1.662e-01,6.172e-02,2.051e-02,1.857e-01,7.581e-01,3.341e-02
GSK3B,4617,establishment of cell polarity,GO:0030010,biological process,80.0,11.0,8.396e-02,6.731e-02,1.047e-01,7.927e-02,6.646e-02,9.454e-02,7.307e-01,5.403e-03
GSK3B,4617,neuron projection development,GO:0031175,biological process,80.0,12.0,8.580e-02,4.563e-02,1.613e-01,7.711e-02,3.754e-02,1.584e-01,7.325e-01,2.274e-02
GSK3B,4617,epithelial to mesenchymal transition,GO:0001837,biological process,80.0,8.0,1.078e-01,5.525e-02,2.104e-01,1.046e-01,5.266e-02,2.078e-01,6.918e-01,2.292e-02
GSK3B,4617,glycogen metabolic process,GO:0005977,biological process,80.0,5.0,1.141e-01,4.863e-02,2.679e-01,1.084e-01,4.201e-02,2.798e-01,6.850e-01,3.348e-02
GSK3B,4617,centrosome,GO:0005813,cellular component,80.0,31.0,6.171e-02,4.200e-02,9.068e-02,2.553e-02,1.733e-02,3.761e-02,8.558e-01,8.949e-03
GSK3B,4617,cytoplasm,GO:0005737,cellular component,80.0,69.0,6.195e-02,4.201e-02,9.137e-02,3.318e-02,2.252e-02,4.888e-02,8.304e-01,9.402e-03
GSK3B,4617,cytosol,GO:0005829,cellular component,80.0,78.0,6.229e-02,4.199e-02,9.240e-02,3.269e-02,1.662e-02,6.428e-02,8.307e-01,1.661e-02
GSK3B,4617,nucleus,GO:0005634,cellular component,80.0,151.0,6.373e-02,4.630e-02,8.771e-02,3.881e-02,2.955e-02,5.096e-02,8.142e-01,6.994e-03
GSK3B,4617,glutamatergic synapse,GO:0098978,cellular component,80.0,4.0,6.387e-02,4.066e-02,1.003e-01,3.123e-02,7.166e-03,1.361e-01,8.300e-01,3.256e-02
GSK3B,4617,beta-catenin destruction complex,GO:0030877,cellular component,80.0,3.0,6.478e-02,3.965e-02,1.058e-01,4.193e-02,1.195e-02,1.471e-01,8.020e-01,3.211e-02
GSK3B,4617,plasma membrane,GO:0005886,cellular component,80.0,24.0,6.577e-02,4.032e-02,1.073e-01,2.942e-02,7.302e-03,1.185e-01,8.377e-01,3.497e-02
GSK3B,4617,axon,GO:0030424,cellular component,80.0,11.0,7.370e-02,4.353e-02,1.248e-01,5.880e-02,2.826e-02,1.224e-01,7.662e-01,2.098e-02
GSK3B,4617,p53 binding,GO:0002039,molecular function,80.0,5.0,5.925e-02,4.083e-02,8.599e-02,3.700e-03,2.559e-03,5.350e-03,9.682e-01,3.261e-03
GSK3B,4617,beta-catenin binding,GO:0008013,molecular function,80.0,6.0,5.925e-02,4.083e-02,8.599e-02,6.841e-03,1.150e-03,4.070e-02,9.378e-01,1.810e-02
GSK3B,4617,ubiquitin protein ligase binding,GO:0031625,molecular function,80.0,4.0,5.925e-02,4.083e-02,8.599e-02,8.598e-03,3.150e-03,2.347e-02,9.301e-01,1.164e-02
GSK3B,4617,RNA polymerase II transcription factor binding,GO:0001085,molecular function,80.0,6.0,5.925e-02,4.083e-02,8.599e-02,1.434e-02,4.924e-03,4.179e-02,8.993e-01,1.572e-02
GSK3B,4617,protein kinase binding,GO:0019901,molecular function,80.0,32.0,5.925e-02,4.083e-02,8.599e-02,1.879e-02,8.651e-03,4.082e-02,8.807e-01,1.408e-02
GSK3B,4617,NF-kappaB binding,GO:0051059,molecular function,80.0,2.0,6.019e-02,3.949e-02,9.172e-02,1.461e-02,1.567e-03,1.362e-01,8.864e-01,3.712e-02
GSK3B,4617,tau-protein kinase activity,GO:0050321,molecular function,80.0,2.0,6.035e-02,4.161e-02,8.752e-02,1.358e-02,4.547e-03,4.055e-02,9.028e-01,1.544e-02
GSK3B,4617,protein kinase A catalytic subunit binding,GO:0034236,molecular function,80.0,3.0,6.171e-02,4.200e-02,9.068e-02,1.673e-02,8.573e-03,3.265e-02,8.905e-01,1.254e-02
GSK3B,4617,dynactin binding,GO:0034452,molecular function,80.0,2.0,6.171e-02,4.200e-02,9.068e-02,2.808e-02,1.383e-02,5.702e-02,8.459e-01,1.598e-02
GSK3B,4617,protease binding,GO:0002020,molecular function,80.0,7.0,6.195e-02,4.201e-02,9.137e-02,1.570e-02,3.119e-03,7.906e-02,8.869e-01,3.141e-02
GSK3B,4617,protein binding,GO:0005515,molecular function,80.0,332.0,6.369e-02,4.155e-02,9.761e-02,3.653e-02,1.606e-02,8.307e-02,8.190e-01,2.068e-02
GSK3B,4617,protein serine/threonine kinase activity,GO:0004674,molecular function,80.0,34.0,6.397e-02,4.688e-02,8.730e-02,2.908e-02,7.288e-03,1.161e-01,8.379e-01,3.043e-02
GSK3B,4617,protein kinase activity,GO:0004672,molecular function,80.0,38.0,7.247e-02,6.090e-02,8.624e-02,5.234e-02,2.269e-02,1.207e-01,7.792e-01,2.244e-02
GSK3B,4617,kinase activity,GO:0016301,molecular function,80.0,138.0,1.505e-01,4.153e-02,5.456e-01,1.496e-01,4.053e-02,5.525e-01,6.320e-01,4.945e-02
NUFIP1,8057,box C/D snoRNP assembly,GO:0000492,biological process,19.0,2.0,8.590e-02,6.992e-02,1.055e-01,2.460e-02,8.253e-03,7.332e-02,8.560e-01,2.490e-02
NUFIP1,8057,protein complex oligomerization,GO:0051259,biological process,19.0,8.0,9.960e-02,7.052e-02,1.407e-01,4.367e-02,8.166e-03,2.336e-01,7.941e-01,4.647e-02
NUFIP1,8057,positive regulation of transcription by RNA polymerase II,GO:0045944,biological process,19.0,62.0,1.380e-01,8.064e-02,2.361e-01,1.264e-01,6.923e-02,2.306e-01,6.649e-01,2.196e-02
NUFIP1,8057,transcription elongation factor complex,GO:0008023,cellular component,19.0,11.0,8.590e-02,6.992e-02,1.055e-01,1.668e-02,8.423e-03,3.302e-02,8.908e-01,1.320e-02
NUFIP1,8057,nucleolus,GO:0005730,cellular component,19.0,41.0,8.791e-02,6.660e-02,1.160e-01,4.000e-02,2.464e-02,6.493e-02,8.100e-01,1.213e-02
NUFIP1,8057,cytosolic ribosome,GO:0022626,cellular component,19.0,2.0,8.791e-02,6.660e-02,1.160e-01,4.272e-02,2.027e-02,9.003e-02,8.023e-01,1.939e-02
NUFIP1,8057,nucleus,GO:0005634,cellular component,19.0,151.0,9.205e-02,7.643e-02,1.109e-01,4.779e-02,3.265e-02,6.996e-02,7.912e-01,1.040e-02
NUFIP1,8057,fibrillar center,GO:0001650,cellular component,19.0,9.0,9.956e-02,7.449e-02,1.331e-01,5.748e-02,2.967e-02,1.113e-01,7.690e-01,1.897e-02
NUFIP1,8057,nuclear matrix,GO:0016363,cellular component,19.0,6.0,1.061e-01,9.037e-02,1.247e-01,8.199e-02,5.264e-02,1.277e-01,7.258e-01,1.375e-02
NUFIP1,8057,perichromatin fibrils,GO:0005726,cellular component,19.0,2.0,1.134e-01,9.511e-02,1.351e-01,9.978e-02,5.988e-02,1.663e-01,6.991e-01,1.657e-02
NUFIP1,8057,pre-snoRNP complex,GO:0070761,cellular component,19.0,2.0,1.260e-01,7.205e-02,2.204e-01,9.570e-02,4.103e-02,2.232e-01,7.033e-01,2.847e-02
NUFIP1,8057,protein-containing complex,GO:0032991,cellular component,19.0,481.0,1.700e-01,5.675e-02,5.093e-01,1.692e-01,5.591e-02,5.117e-01,6.124e-01,4.809e-02
NUFIP1,8057,identical protein binding,GO:0042802,molecular function,19.0,20.0,8.590e-02,6.992e-02,1.055e-01,3.100e-02,2.920e-02,3.290e-02,8.367e-01,1.387e-03
NUFIP1,8057,snoRNA binding,GO:0030515,molecular function,19.0,6.0,8.791e-02,6.660e-02,1.160e-01,3.408e-02,1.673e-02,6.941e-02,8.261e-01,1.801e-02
NUFIP1,8057,RNA binding,GO:0003723,molecular function,19.0,63.0,9.135e-02,6.109e-02,1.366e-01,4.290e-02,1.075e-02,1.712e-01,7.985e-01,3.794e-02
NUFIP1,8057,protein binding,GO:0005515,molecular function,19.0,332.0,9.712e-02,8.383e-02,1.125e-01,5.759e-02,4.381e-02,7.571e-02,7.696e-01,7.706e-03
NUFIP1,8057,ATPase binding,GO:0051117,molecular function,19.0,2.0,1.044e-01,8.358e-02,1.304e-01,5.573e-02,1.932e-02,1.607e-01,7.707e-01,2.942e-02
NUFIP1,8057,"protein binding, bridging",GO:0030674,molecular function,19.0,12.0,1.051e-01,8.231e-02,1.341e-01,5.777e-02,1.470e-02,2.270e-01,7.647e-01,3.752e-02
CYLD,2584,protein linear deubiquitination,GO:1990108,biological process,47.0,2.0,3.883e-02,2.176e-02,6.930e-02,8.767e-03,4.844e-03,1.587e-02,9.304e-01,7.358e-03
CYLD,2584,regulation of microtubule cytoskeleton organization,GO:0070507,biological process,47.0,11.0,3.883e-02,2.176e-02,6.930e-02,1.306e-02,9.690e-03,1.761e-02,9.091e-01,4.633e-03
CYLD,2584,protein K63-linked deubiquitination,GO:0070536,biological process,47.0,3.0,3.883e-02,2.176e-02,6.930e-02,1.308e-02,8.311e-03,2.059e-02,9.085e-01,7.068e-03
CYLD,2584,regulation of mitotic cell cycle,GO:0007346,biological process,47.0,19.0,3.883e-02,2.176e-02,6.930e-02,1.318e-02,6.749e-03,2.575e-02,9.071e-01,9.650e-03
CYLD,2584,negative regulation of p38MAPK cascade,GO:1903753,biological process,47.0,3.0,3.883e-02,2.176e-02,6.930e-02,1.537e-02,4.147e-03,5.699e-02,8.916e-01,2.310e-02
CYLD,2584,regulation of tumor necrosis factor-mediated signaling pathway,GO:0010803,biological process,47.0,4.0,3.883e-02,2.176e-02,6.930e-02,1.634e-02,5.885e-03,4.534e-02,8.896e-01,1.852e-02
CYLD,2584,negative regulation of JNK cascade,GO:0046329,biological process,47.0,4.0,3.883e-02,2.176e-02,6.930e-02,1.659e-02,6.432e-03,4.278e-02,8.892e-01,1.720e-02
CYLD,2584,negative regulation of NIK/NF-kappaB signaling,GO:1901223,biological process,47.0,3.0,3.883e-02,2.176e-02,6.930e-02,1.787e-02,5.771e-03,5.536e-02,8.825e-01,2.301e-02
CYLD,2584,negative regulation of canonical Wnt signaling pathway,GO:0090090,biological process,47.0,14.0,3.883e-02,2.176e-02,6.930e-02,1.952e-02,1.430e-02,2.663e-02,8.801e-01,5.958e-03
CYLD,2584,regulation of necroptotic process,GO:0060544,biological process,47.0,5.0,3.883e-02,2.176e-02,6.930e-02,2.140e-02,1.171e-02,3.910e-02,8.709e-01,1.283e-02
CYLD,2584,necroptotic process,GO:0070266,biological process,47.0,2.0,4.094e-02,2.164e-02,7.745e-02,2.952e-02,1.123e-02,7.757e-02,8.397e-01,2.329e-02
CYLD,2584,protein deubiquitination,GO:0016579,biological process,47.0,13.0,4.177e-02,2.446e-02,7.131e-02,2.760e-02,1.149e-02,6.632e-02,8.466e-01,2.025e-02
CYLD,2584,positive regulation of extrinsic apoptotic signaling pathway,GO:2001238,biological process,47.0,5.0,4.443e-02,2.214e-02,8.914e-02,3.478e-02,1.372e-02,8.815e-02,8.233e-01,2.373e-02
CYLD,2584,negative regulation of NF-kappaB transcription factor activity,GO:0032088,biological process,47.0,3.0,4.474e-02,2.472e-02,8.095e-02,3.203e-02,1.471e-02,6.974e-02,8.329e-01,1.830e-02
CYLD,2584,regulation of intrinsic apoptotic signaling pathway,GO:2001242,biological process,47.0,12.0,6.302e-02,1.382e-02,2.874e-01,3.855e-02,3.572e-03,4.159e-01,7.983e-01,6.450e-02
CYLD,2584,innate immune response,GO:0045087,biological process,47.0,17.0,1.096e-01,2.433e-02,4.936e-01,1.071e-01,2.297e-02,4.990e-01,6.809e-01,5.327e-02
CYLD,2584,regulation of inflammatory response,GO:0050727,biological process,47.0,14.0,1.146e-01,9.153e-03,1.434e+00,1.000e-01,6.283e-03,1.593e+00,6.573e-01,1.163e-01
CYLD,2584,centrosome,GO:0005813,cellular component,47.0,31.0,3.883e-02,2.176e-02,6.930e-02,1.403e-02,5.637e-03,3.494e-02,9.013e-01,1.481e-02
CYLD,2584,spindle,GO:0005819,cellular component,47.0,15.0,3.883e-02,2.176e-02,6.930e-02,2.071e-02,8.556e-03,5.013e-02,8.721e-01,1.771e-02
CYLD,2584,extrinsic component of cytoplasmic side of plasma membrane,GO:0031234,cellular component,47.0,3.0,3.883e-02,2.176e-02,6.930e-02,2.078e-02,5.759e-03,7.498e-02,8.692e-01,2.761e-02
CYLD,2584,cytosol,GO:0005829,cellular component,47.0,78.0,3.973e-02,2.326e-02,6.788e-02,2.614e-02,1.438e-02,4.752e-02,8.528e-01,1.342e-02
CYLD,2584,midbody,GO:0030496,cellular component,47.0,26.0,4.065e-02,2.372e-02,6.967e-02,2.303e-02,1.011e-02,5.244e-02,8.635e-01,1.738e-02
CYLD,2584,cytoplasmic microtubule,GO:0005881,cellular component,47.0,8.0,4.922e-02,2.166e-02,1.119e-01,4.052e-02,1.394e-02,1.178e-01,8.068e-01,2.730e-02
CYLD,2584,protein kinase binding,GO:0019901,molecular function,47.0,32.0,3.883e-02,2.176e-02,6.930e-02,9.554e-03,3.348e-03,2.726e-02,9.247e-01,1.229e-02
CYLD,2584,proline-rich region binding,GO:0070064,molecular function,47.0,3.0,4.330e-02,2.488e-02,7.537e-02,2.285e-02,1.174e-02,4.450e-02,8.650e-01,1.459e-02
CYLD,2584,thiol-dependent ubiquitin-specific protease activity,GO:0004843,molecular function,47.0,2.0,4.474e-02,2.472e-02,8.095e-02,2.321e-02,6.933e-03,7.772e-02,8.599e-01,2.441e-02
CYLD,2584,protein binding,GO:0005515,molecular function,47.0,332.0,4.895e-02,3.667e-02,6.535e-02,4.092e-02,3.665e-02,4.570e-02,8.087e-01,2.900e-03
CYLD,2584,Lys63-specific deubiquitinase activity,GO:0061578,molecular function,47.0,2.0,4.905e-02,2.936e-02,8.197e-02,4.388e-02,2.656e-02,7.251e-02,8.000e-01,1.300e-02
CYLD,2584,zinc ion binding,GO:0008270,molecular function,47.0,6.0,5.595e-02,2.026e-02,1.545e-01,4.997e-02,1.492e-02,1.673e-01,7.826e-01,3.319e-02
AGBL5,26147,mitotic spindle,GO:0072686,cellular component,8.0,17.0,6.149e-02,4.146e-02,9.120e-02,3.015e-02,2.430e-02,3.742e-02,8.398e-01,5.295e-03
AGBL5,26147,microtubule cytoskeleton,GO:0015630,cellular component,8.0,17.0,6.149e-02,4.146e-02,9.120e-02,4.031e-02,2.629e-02,6.178e-02,8.093e-01,1.078e-02
AGBL5,26147,midbody,GO:0030496,cellular component,8.0,26.0,6.149e-02,4.146e-02,9.120e-02,4.351e-02,3.527e-02,5.367e-02,8.018e-01,5.692e-03
AGBL5,26147,cytosol,GO:0005829,cellular component,8.0,78.0,6.149e-02,4.146e-02,9.120e-02,5.697e-02,4.351e-02,7.459e-02,7.710e-01,7.492e-03
AGBL5,26147,intercellular bridge,GO:0045171,cellular component,8.0,25.0,6.149e-02,4.146e-02,9.120e-02,5.796e-02,3.793e-02,8.856e-02,7.687e-01,1.190e-02
AGBL5,26147,nucleus,GO:0005634,cellular component,8.0,151.0,6.149e-02,4.146e-02,9.120e-02,5.955e-02,3.833e-02,9.251e-02,7.654e-01,1.226e-02
AGBL5,26147,cytoplasm,GO:0005737,cellular component,8.0,69.0,6.149e-02,4.146e-02,9.120e-02,5.980e-02,4.044e-02,8.843e-02,7.651e-01,1.096e-02
CHMP5,26942,nucleus organization,GO:0006997,biological process,15.0,16.0,6.090e-02,2.698e-02,1.375e-01,1.756e-02,2.703e-03,1.140e-01,8.762e-01,3.177e-02
CHMP5,26942,mitotic metaphase plate congression,GO:0007080,biological process,15.0,9.0,6.358e-02,2.496e-02,1.620e-01,2.439e-02,2.374e-03,2.507e-01,8.436e-01,5.548e-02
CHMP5,26942,midbody abscission,GO:0061952,biological process,15.0,6.0,7.254e-02,2.545e-02,2.067e-01,3.953e-02,9.417e-03,1.659e-01,8.069e-01,3.869e-02
CHMP5,26942,regulation of mitotic spindle assembly,GO:1901673,biological process,15.0,8.0,7.324e-02,2.475e-02,2.168e-01,4.250e-02,2.126e-02,8.498e-02,8.031e-01,1.825e-02
CHMP5,26942,viral budding,GO:0046755,biological process,15.0,7.0,7.324e-02,2.475e-02,2.168e-01,5.202e-02,1.976e-02,1.370e-01,7.793e-01,2.718e-02
CHMP5,26942,regulation of centrosome duplication,GO:0010824,biological process,15.0,7.0,7.646e-02,2.448e-02,2.388e-01,5.736e-02,2.025e-02,1.625e-01,7.675e-01,2.823e-02
